visit_id,custom_visit_type_id,country,vendor_id,visit_date,vendor_account_id,bdr_id,bees_account_id,visit_status,visit_type,visit_priority,visit_objective,visit_justification,delivery_center_id,is_checkin_gps_compliant,is_checkout_gps_compliant,is_justification_gps_compliant,justification_latitude,justification_longitude,justification_datetime,is_visit_gps_compliant,visit_start_datetime,visit_end_datetime,visit_duration,checkin_latitude,checkin_longitude,checkout_latitude,checkout_longitude,updatedAt,checkin_checkout_distance_diff,cancelled_by,visit_classification,route_finish_justification,visit_min_duration,visit_max_duration,extract_date,loadAt
00000766-AR047551010004-2025-05-26,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-05-26,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-05-26T14:11:45.607Z,2025-05-26T14:15:06.607Z,3.35,-33.0280367,-63.5089479,-33.0280214,-63.5089775,2025-05-26T14:15:09.973Z,3.241792479085754,null,"VISITED, GPS OK",null,2,20,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-01-27,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-01-27,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-01-27T13:37:31.457Z,2025-01-27T13:51:02.457Z,13.516666666666667,-33.0281113,-63.5081962,-33.0282706,-63.5088943,2025-01-27T13:51:05.153Z,67.44872532883403,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-05-19,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-05-19,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-05-19T13:37:46.265Z,2025-05-19T13:55:56.265Z,18.166666666666668,-33.0280733,-63.5086567,-33.0283364,-63.5088905,2025-05-19T13:56:00.15Z,36.48229940733052,null,"VISITED, GPS OK",null,2,20,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-04-21,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-04-21,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-04-21T13:36:57.279Z,2025-04-21T13:51:52.279Z,14.916666666666666,-33.0280328,-63.5084264,-33.0280312,-63.5084299,2025-04-21T13:51:54.187Z,0.37164426165185993,null,"VISITED, GPS OK",null,2,20,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-09-03,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-09-03,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-09-03T15:00:38.111Z,2024-09-03T15:06:15.347Z,5.616666666666666,-33.028055,-63.508855,-33.02808,-63.5088333,2024-09-03T15:06:17.817Z,3.4380654460610156,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-03-31,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-03-31,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-03-31T14:02:29.415Z,2025-03-31T14:12:43.415Z,10.233333333333333,-33.0280831,-63.5084717,-33.0284711,-63.5088769,2025-03-31T14:12:47.526Z,57.344104004661375,null,"VISITED, GPS OK",null,2,20,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-07-30,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-07-30,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-07-30T13:57:48.079Z,2024-07-30T14:13:33.168Z,15.75,-33.02804,-63.5086667,-33.028237,-63.5090221,2024-07-30T14:13:35.707Z,39.71924699528427,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-12-16,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-12-16,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-12-16T13:40:11.648Z,2024-12-16T14:01:47.648Z,21.6,-33.0280574,-63.5085985,-33.02833,-63.50893,2024-12-16T14:01:50.68Z,43.28847133026988,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-11-05,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-11-05,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-11-05T13:27:11.356Z,2024-11-05T13:55:12.404Z,28.016666666666666,-33.0280267,-63.5088117,-33.0280595,-63.5088153,2024-11-05T13:55:15.734Z,3.662607716804021,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-04-28,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-04-28,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-04-28T14:09:24.595Z,2025-04-28T14:24:02.595Z,14.633333333333333,-33.0280535,-63.5086285,-33.0282942,-63.508902,2025-04-28T14:24:05.041Z,36.96570247809477,null,"VISITED, GPS OK",null,2,20,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-02-24,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-02-24,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-02-24T13:57:28.967Z,2025-02-24T14:14:53.967Z,17.416666666666668,-33.0280619,-63.508792,-33.0283331,-63.5089782,2025-02-24T14:14:56.875Z,34.79534428334825,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-03-05,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-03-05,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-03-05T14:09:57.293Z,2025-03-05T14:24:15.293Z,14.3,-33.0281133,-63.508615,-33.0283121,-63.5089952,2025-03-05T14:24:17.884Z,41.77291895582192,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-10-22,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-10-22,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-10-22T13:51:48.061Z,2024-10-22T13:56:09.803Z,4.35,-33.028035,-63.5088233,-33.0280533,-63.50882,2024-10-22T13:56:13.186Z,2.0579947797843228,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-01-06,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-01-06,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-01-06T14:01:48.714Z,2025-01-06T14:15:08.714Z,13.333333333333334,-33.0280118,-63.5088142,-33.0282667,-63.5089899,2025-01-06T14:15:11.021Z,32.73623222148316,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
QUICK-0475510001-AR047551010004-04755100000766-2024-12-09,-3781657594407154599,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-12-09,04755100000766,AR047551010004,04755100000766,CLOSED,QUICK,1,null,null,0475510001,true,true,null,null,null,null,true,2024-12-09T13:23:59.639Z,2024-12-09T13:30:29.639Z,6.5,-33.028065,-63.5086417,-33.0281915,-63.5088645,2024-12-09T13:30:32.148Z,25.08553943033381,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-11-26,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-11-26,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-11-26T14:11:40.846Z,2024-11-26T14:23:41.644Z,12.016666666666667,-33.0280533,-63.5085733,-33.0283525,-63.508918,2024-11-26T14:23:43.913Z,46.25502551767947,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-04-07,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-04-07,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-04-07T15:46:21.581Z,2025-04-07T15:49:29.581Z,3.1333333333333333,-33.0280795,-63.5088952,-33.027956,-63.5090324,2025-04-07T15:49:31.412Z,18.76659758095081,null,"VISITED, GPS OK",null,2,20,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-10-15,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-10-15,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-10-15T13:30:23.975Z,2024-10-15T13:51:00.61Z,20.616666666666667,-33.0280383,-63.5087433,-33.0280837,-63.5087601,2024-10-15T13:51:03.497Z,5.2856302376332165,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-01-13,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-01-13,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-01-13T14:12:43.466Z,2025-01-13T14:46:47.466Z,34.06666666666667,-33.02807,-63.5085933,-33.0284222,-63.5088982,2025-01-13T14:46:49.369Z,48.39105934280359,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-01-20,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-01-20,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-01-20T14:05:18.476Z,2025-01-20T14:27:49.476Z,22.516666666666666,-33.0281433,-63.5086375,-33.0281826,-63.5089897,2025-01-20T14:27:51.498Z,33.123815747580245,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-03-10,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-03-10,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-03-10T13:22:37.77Z,2025-03-10T13:44:41.77Z,22.066666666666666,-33.0281017,-63.50852,-33.0284913,-63.5088719,2025-03-10T13:44:44.73Z,54.34163026345162,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-04-14,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-04-14,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-04-14T14:32:08.539Z,2025-04-14T14:39:39.539Z,7.516666666666667,-33.02801,-63.50894,-33.0280715,-63.5089604,2025-04-14T14:39:41.971Z,7.098025098762152,null,"VISITED, GPS OK",null,2,20,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-12-23,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-12-23,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-12-23T14:35:24.805Z,2024-12-23T14:46:17.805Z,10.883333333333333,-33.02808,-63.5085667,-33.0283059,-63.5089488,2024-12-23T14:46:19.507Z,43.587511106351194,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-09-24,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-09-24,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-09-24T13:25:17.079Z,2024-09-24T13:44:03.552Z,18.766666666666666,-33.0281369,-63.5084005,-33.0283445,-63.5090322,2024-09-24T13:44:05.435Z,63.253639085753655,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-08-20,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-08-20,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-08-20T14:41:59.235Z,2024-08-20T14:51:34.538Z,9.583333333333334,-33.0284833,-63.508515,-33.0282017,-63.5089333,2024-08-20T14:51:36.831Z,50.01199029369305,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-12-03,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-12-03,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-12-03T13:21:20.046Z,2024-12-03T13:46:56.046Z,25.6,-33.0280833,-63.5085867,-33.0284634,-63.5089646,2024-12-03T13:46:57.382Z,55.022863844890416,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-08-27,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-08-27,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-08-27T13:09:52.872Z,2024-08-27T13:20:16.426Z,10.4,-33.028054,-63.5089165,-33.028368,-63.5089093,2024-08-27T13:20:17.218Z,34.921706620190534,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-11-12,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-11-12,04755100000766,AR047551010004,04755100000766,NOT_COMPLETED,PLANNED,0,null,CLOSED_AT_VISIT,04755101,true,false,true,-33.028135,-63.5088267,2024-11-12T16:21:49.464Z,true,2024-11-12T16:21:40.401Z,null,null,-33.028135,-63.5088267,null,null,2024-11-12T16:21:53.188Z,null,null,"VISITED, GPS NOK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-11-19,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-11-19,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-11-19T13:40:41.564Z,2024-11-19T14:02:45.355Z,22.066666666666666,-33.0280383,-63.5087817,-33.0283727,-63.5088921,2024-11-19T14:02:48.558Z,38.58175153783847,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-09-17,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-09-17,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-09-17T13:51:10.249Z,2024-09-17T14:05:44.44Z,14.566666666666666,-33.02809,-63.5086437,-33.0283511,-63.5089563,2024-09-17T14:05:46.458Z,41.136395802775695,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-08-06,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-08-06,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-08-06T14:41:09.764Z,2024-08-06T15:00:10.261Z,19.016666666666666,-33.0280516,-63.5087183,-33.0282218,-63.5089294,2024-08-06T15:00:12.586Z,27.30340656959114,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-02-03,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-02-03,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-02-03T14:45:07.66Z,2025-02-03T15:06:19.66Z,21.2,-33.0282086,-63.5088095,-33.0282104,-63.5088788,2025-02-03T15:06:22.018Z,6.463676168638926,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-07-16,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-07-16,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-07-16T14:17:00.706Z,2024-07-16T14:33:56.712Z,16.933333333333334,-33.0281214,-63.508505,-33.0284732,-63.508926,2024-07-16T14:33:59.18Z,55.41364836676175,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-02-10,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-02-10,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-02-10T13:47:05.318Z,2025-02-10T14:09:20.318Z,22.25,-33.0281067,-63.5084967,-33.0284035,-63.508997,2025-02-10T14:09:22.346Z,57.136378444959355,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-05-05,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-05-05,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,false,null,null,null,null,false,2025-05-05T13:32:08.693Z,2025-05-05T13:43:30.693Z,11.366666666666667,-33.0280815,-63.508575,-33.031235,-63.5093484,2025-05-05T13:43:36.061Z,357.9894027571673,null,"VISITED, GPS NOK",null,2,20,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-07-23,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-07-23,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-07-23T13:57:31.362Z,2024-07-23T14:10:05.139Z,12.566666666666666,-33.0280822,-63.5085839,-33.0281617,-63.5089258,2024-07-23T14:10:07.733Z,33.077217747806486,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-12-30,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-12-30,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-12-30T13:54:23.408Z,2024-12-30T14:16:28.408Z,22.083333333333332,-33.0280533,-63.5085353,-33.0283267,-63.5087733,2024-12-30T14:16:31.129Z,37.63648607302444,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-08-13,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-08-13,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-08-13T13:53:11.637Z,2024-08-13T14:15:07.637Z,21.933333333333334,-33.0279368,-63.5097348,-33.0281596,-63.5089635,2024-08-13T14:15:10.635Z,76.0537075138802,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-02-17,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-02-17,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-02-17T13:33:43.667Z,2025-02-17T13:58:44.667Z,25.016666666666666,-33.0280733,-63.5086274,-33.0282912,-63.5089588,2025-02-17T13:58:47.062Z,39.26291043687838,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-09-10,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-09-10,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,false,null,null,null,null,false,2024-09-10T13:20:22.372Z,2024-09-10T13:49:31.183Z,29.15,-33.0280333,-63.5087433,-33.0312633,-63.5093183,2024-09-10T13:49:33.768Z,363.1382573511728,null,"VISITED, GPS NOK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-03-25,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-03-25,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-03-25T14:06:00.843Z,2025-03-25T14:25:29.843Z,19.483333333333334,-33.028045,-63.5090817,-33.0280533,-63.50906,2025-03-25T14:25:32.781Z,2.223591540460146,null,"VISITED, GPS OK",null,2,20,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-10-29,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-10-29,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-10-29T14:07:33Z,2024-10-29T14:25:30.976Z,17.95,-33.0280833,-63.5085933,-33.0283346,-63.5089716,2024-10-29T14:25:34.166Z,44.99582460255338,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-05-12,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-05-12,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-05-12T14:16:14.963Z,2025-05-12T14:34:08.963Z,17.9,-33.0281083,-63.50827,-33.0282653,-63.5089285,2025-05-12T14:34:12.408Z,63.82348017813072,null,"VISITED, GPS OK",null,2,20,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2025-03-17,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-03-17,04755100000766,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-03-17T14:17:33.45Z,2025-03-17T14:38:55.45Z,21.366666666666667,-33.0280779,-63.5085534,-33.0282983,-63.508985,2025-03-17T14:38:56.743Z,47.11245905211894,null,"VISITED, GPS OK",null,2,20,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-10-01,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-10-01,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-10-01T15:11:25.44Z,2024-10-01T15:15:47.694Z,4.366666666666666,-33.028093,-63.5089869,-33.02799,-63.5090917,2024-10-01T15:15:49.261Z,15.05419215783819,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00000766-AR047551010004-2024-10-08,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-10-08,04755100000766,AR047551010004,04755100000766,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-10-08T13:55:02.254Z,2024-10-08T14:10:11.473Z,15.15,-33.02795,-63.50917,-33.0280822,-63.508943,2024-10-08T14:10:14.237Z,25.766969713768113,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00001044-AR047551010004-2024-12-03,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-12-03,04755100001044,AR047551010004,04755100001044,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-12-03T15:08:37.816Z,2024-12-03T15:18:24.816Z,9.783333333333333,-33.0261,-63.5040833,-33.0261312,-63.5041504,2024-12-03T15:18:25.71Z,7.153238707828942,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00001044-AR047551010004-2024-07-16,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-07-16,04755100001044,AR047551010004,04755100001044,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-07-16T15:18:35.751Z,2024-07-16T15:26:28.471Z,7.883333333333334,-33.0260817,-63.5040767,-33.0260683,-63.50412,2024-07-16T15:26:31.058Z,4.30300334484765,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00001044-AR047551010004-2025-05-05,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-05-05,04755100001044,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-05-05T14:36:21.814Z,2025-05-05T14:45:46.814Z,9.416666666666666,-33.0261196,-63.5040114,-33.0261167,-63.50402,2025-05-05T14:45:53.006Z,0.8641819168396588,null,"VISITED, GPS OK",null,2,20,2025-06-01,2025-06-01T02:19:22.731672Z
00001044-AR047551010004-2025-01-20,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-01-20,04755100001044,AR047551010004,04755100001044,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-01-20T15:35:32.151Z,2025-01-20T15:39:21.151Z,3.816666666666667,-33.0257979,-63.504814,-33.026088,-63.5041156,2025-01-20T15:39:23.535Z,72.66349149623187,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00001044-AR047551010004-2024-12-30,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-12-30,04755100001044,AR047551010004,04755100001044,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2024-12-30T14:58:44.918Z,2024-12-30T15:06:53.918Z,8.15,-33.0259315,-63.5035196,-33.0261035,-63.5040955,2024-12-30T15:06:56.556Z,56.99505518411185,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
00001044-AR047551010004-2025-02-03,4004177581429760531,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2025-02-03,04755100001044,AR047551010004,null,CLOSED,PLANNED,0,null,null,04755101,true,true,null,null,null,null,true,2025-02-03T15:25:29.097Z,2025-02-03T15:30:04.097Z,4.583333333333333,-33.0260183,-63.5040131,-33.0262259,-63.5041195,2025-02-03T15:30:05.833Z,25.125130235101214,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
QUICK-0475510001-AR047551010004-04755100001044-2024-12-09,-3781657594407154599,AR,94eb514e-5382-4aa2-83a4-678d17e429f7,2024-12-09,04755100001044,AR047551010004,04755100001044,CLOSED,QUICK,1,null,null,0475510001,true,true,null,null,null,null,true,2024-12-09T15:24:27.76Z,2024-12-09T15:29:44.76Z,5.283333333333333,-33.0261017,-63.5040333,-33.026102,-63.5041957,2024-12-09T15:29:46.866Z,15.140335724668137,null,"VISITED, GPS OK",null,null,null,2025-06-01,2025-06-01T02:19:22.731672Z
